codigomex2,nombre,serving_size,kcal,carbohydrate,total_fat,protein,fiber,calcium,iron,ironhem,ironnohem,zinc,vit_c,thiamin,riboflavin,niacin,panto_acid,vit_b6,folic_acid,food_folate,folate_dfe,vit_b12,vit_a_rae,vit_e,vit_d_iu,vit_k,fa_sat,fa_mono,fa_poly,chole,sugars
1000,"ACEITE, DE AJONJOLI",100 g,884,0,100,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,1.4,0,13.6,14.2,39.7,41.7,0,0
1001,"ACEITE, DE ALGODON",100 g,884,0,100,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,35.3,0,24.7,25.9,17.8,51.9,0,0
1002,"ACEITE, DE CACAHUATE",100 g,884,0,100,0,0,0,0.03,0,0.03,0.01,0,0,0,0,0,0,,0,0,0,0,15.69,0,0.7,16.9,46.2,32,0,0
1003,"ACEITE, DE CANOLA",100 g,884,0,100,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,17.46,,71.3,7.365,63.276,28.142,0,0
1004,"ACEITE, DE CANOLA",100 g,884,0,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,17.46,0,71.3,7.365,63.276,28.142,0,0
1005,"ACEITE, DE CARTAMO",100 g,884,0,100,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,34.1,,7.1,6.203,14.355,74.623,0,0
1006,"ACEITE, DE COCO",100 g,892,0,99.06,0,0,1,0.05,0,0.05,0.02,0,0,0,0,0,0,,0,0,0,0,0.11,0,0.6,82.475,6.332,1.702,0,0
1007,"ACEITE, DE GIRASOL",100 g,884,0,100,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,,0,0,0,0,41.08,,5.4,10.1,45.4,40.1,0,0
1008,"ACEITE, DE MAIZ",100 g,900,0,100,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,14.3,,1.9,13.382,29.585,57.03,0,0
1009,"ACEITE, DE OLIVA",100 g,884,0,100,0,0,1,0.56,0,0.56,0,0,0,0,0,0,0,,0,0,0,0,14.35,,60.2,13.808,72.961,10.523,0,0
1010,"ACEITE, DE SOYA",100 g,884,0,100,0,0,0,0.05,,,0.01,0,0,0,0,0,0,,0,0,0,0,8.18,,183.9,15.65,22.783,57.74,0,0
1011,ACEITE EN AEROSOL (PAM),100 g,843.75,0,93.75,0,0,0,0,,,,0,,,,,,,,,,,,,,6.25,50,21.87,0,0
1012,"ACEITE, VEGETAL (PROMEDIO)",100 g,853.9,0,95.76,0,0,0,0.02,,,0,0,0,0,0,0,0,0,0,0,0,0,14.84,0,19.37,19.327,43.674,30.437,0,0
1013,"ACEITE, VEGETAL PROMEDIO (CANOLA, MAIZ, CARTAMO, GIRASOL, SOYA Y OLIVA, PONDERADO DE ENSANUT 2016)",100 g,887.86,0,100,0,0,0.01,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,23.44,0,39.82,9.874,37.608,50.001,0,0
1014,"ACEITE, VEGETAL PROMEDIO (CARTAMO, MAIZ, GIRASOL, CANOLA, SOYA, OLIVA, ALGODON, AJONJOLI Y CACAHUATE, PONDERADO DE ENSANUT 2012)",100 g,887.32,0,99.99,0,0,0.01,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,25.93,0,32.51,9.657,33.686,53.674,0,0
1015,"ADEREZO, TODOS TIPOS",100 g,337.83,10.36,32.75,0.41,0,7,0.63,0,0.63,0.13,0,0.01,0.02,0,0,0.06,0,0,0,0,2,2.61,,56,4.99,6.315,12.941,67,0
1016,"ADEREZO, AGRIDULCE (P/ENSALADAS)",100 g,15,3.7,0,0.1,0,4,0.04,0,0.04,0.02,8.1,0.01,0,0.06,0.03,0.01,0,2,2,0,0,2.56,0,39.6,0,0,0,0,0
1017,"ADEREZO, CESAR (P/ENSALADAS)",100 g,542,3.3,57.85,2.17,0.5,48,1.08,,,0.11,0.3,0.01,0.01,0.04,0.08,0.03,0,2,2,0.03,9,4.74,5,104.8,8.79,13.5,32.86,39,0
1018,"ADEREZO, DE MOSTAZA DULCE (P/ENSALADAS)",100 g,464,23.33,40.83,0.87,0.4,12,0.29,,,0.14,0.2,0.04,0.02,0.06,0.12,0.02,0,5,5,0.05,12,3.53,6,70,5,11.46,22.84,29,0
1019,"ADEREZO, DE QUESO AZUL O ROQUEFORT (P/ENSALADAS)",100 g,484,4.77,51.1,1.37,0.4,37,0.09,,,0.21,0.7,0.01,0.1,0.1,0.39,0.04,0,5,5,0.27,14,4.28,3,85.9,8.28,13.28,27.55,31,0
1020,ADEREZO ITALIANO (P/ENSALADAS),100 g,319.22,8.33,31.67,0.22,0.22,0,0.63,0,0.63,0.13,0,0.01,0.02,0,0,0.06,,0,0,0,2,2.61,,56,2.78,0,0,67,0
1021,"ADEREZO, MIL ISLAS (P/ENSALADAS)",100 g,379,14.64,35.06,1.09,0.8,17,1.18,0,1.18,0.26,0,1.45,0.06,0.42,0,0,0,0,0,0,14,4,0,69.1,5.09,7.88,18.22,26,0
1022,"ADEREZO, RANCH (P/ENSALADAS)",100 g,430,5.9,44.54,1.32,0,28,0.3,,,0.17,0,0.01,0.09,0.05,0.27,0.03,0,4,4,0.17,15,2.22,3,134.3,6.96,9.2,25.8,26,0
1023,LARDO,100 g,902,0,100,0,0,0,0,,,0.11,0,0,0,0,0,0,0,0,0,0,0,0.6,100,0,39.2,45.1,11.2,95,0
1024,"MANTECA, ANIMAL PROMEDIO",100 g,902,0,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,2.7,28,0,49.8,41.8,4,109,0
1025,"MANTECA, VEGETAL PROMEDIO",100 g,884,0,99.97,0,0,1,0.07,0,0.07,0,0,0.02,0,0,0.68,0,0,0,0,0,0,6.13,0,53.2,24.98,41.186,28.213,0,0
1026,"MANTEQUILLA, CON SAL",100 g,729,0,80,0,0,24,0.1,0,0.1,0.05,0,0.01,0.03,0.1,0.11,0,3,3,8.1,0,754,2.32,60,7,50.49,20.4,1.83,219,0
1027,"MANTEQUILLA, SIN SAL",100 g,734,0.97,80.33,0.37,0,24,0.1,0,0.1,0.05,0,0.01,0.03,0.1,0.11,0,3,3,8.1,0,754,2.32,60,7,50.49,20.4,1.83,219,0
1028,"MARGARINA, CON SAL",100 g,739.22,1.66,80.66,1.66,0,30,0.1,0,0.1,0,0,0.01,0.04,0,0.08,0.01,1,1,2.7,0,496.5,9.07,14.29,,24.95,22.65,23.39,0,0
1029,"MARGARINA, LIGHT",100 g,349,1.52,37.98,0.23,0,6,0.04,0,0.04,0.02,0,0,0,0,0.03,0.38,0,1,1,0.06,1348,13.45,150,74.6,8.656,11.192,16.09,0,0
1030,MARGARINA SIN SAL (PRIMAVERA CHANTILLY),100 g,540,0,60,0,0,21,0,,,0,0.1,0.01,0.03,0.02,,3.75,0,1,1,10.8,68.94,21.12,0,10.13,18,14,28,0,0
1031,MAYONESA,100 g,519.55,2.33,54.43,0.78,0,18,0.5,0,0.5,0.4,0,0.01,0.02,0,0.17,0.01,14,5,28.8,1,16,3.28,8,163,8.99,5.15,35.85,260,0
1032,"MAYONESA, LIGHT (ANÁLISIS DIRECTO)",100 g,238,9.23,22.22,0.37,0,6,0.14,0,0.14,0.07,0,0.01,0,0.01,0.06,0,0,4,4,0,8,2.19,0,53.7,3.446,5.01,12.99,16,0
1033,MAYONESA LIGHT (PROMEDIO ETIQUETAS),100 g,328.45,9.33,32,0.78,1.11,6,0.14,0,0.14,0.07,0,0.01,0,0.01,0.06,0,0,4,4,0,8,2.19,0,53.7,4.11,5.11,10.56,77,0
1034,"SUSTITUTO DE CREMA, LIGHT",100 g,439.68,75,15.12,0.9,0,1,0.03,0,0.03,0.02,0,0,0,0,,0,0,1,1,0,1,0.26,0,3.9,7.37,2.87,5.12,0,0
2000,"ALIMENTO PARA BEBE GERBER, 4 CEREALES (CEREAL)",100 g,366.67,78.67,3,6.67,1,600,26.66,0,26.66,10.66,113.33,0.6,,16,,0.8,33.33,,56.66,0.53,,4.8,293.2,,1,,,,0
2001,"ALIMENTO PARA BEBE GERBER, ARROZ (CEREAL)",100 g,370.58,80,2.66,6.66,0.66,450,26.66,0,26.66,11.66,114.3,0.63,1.24,16.4,,0.8,32,,54.4,0.5,320,,360,,,,,0,0
2002,"ALIMENTO PARA BEBE GERBER, ARROZ CON FRUTAS (CEREAL)",100 g,366.7,84.6,0.7,5.5,2.7,280,2.9,0,2.9,1.9,30,0.28,0.3,1.5,1.2,0.17,32,1,55.4,0.75,227,0.04,80,3.9,0.3,0.1,0.3,0,0
2003,"ALIMENTO PARA BEBE GERBER, ARROZ CON LECHE (POSTRE)",100 g,90.42,19.46,0.26,2.56,0,168,0.88,0,0.88,0.49,15.9,0.24,0.32,2.45,0.34,0.07,9.29,6,21.79,0.41,42,0.44,48,0.2,1.793,0.846,0.333,10,0
2004,"ALIMENTO PARA BEBE GERBER, AVENA (CEREAL)",100 g,392,70,8,10,8,450,26,0,26,11.67,128.33,0.63,1.05,16,,0.8,33.33,,56.66,0.5,320,,293.2,,,,,0,0
2005,"ALIMENTO PARA BEBE GERBER, BROCOLI (PURE)",100 g,21.36,3.94,0,1.4,1.4,37,0.52,0,0.52,0.39,24.64,0.02,0.1,0.96,,0.05,10,59,76,0.33,24,0.6,0,73.5,0.51,0.77,0.43,0,0
2006,"ALIMENTO PARA BEBE GERBER, CALABACITAS (PURE)",100 g,8.44,2.11,0,0,,15.29,0.43,0,0.43,0.18,1.18,0.01,0.02,0.18,,0.02,7.08,,12.04,,86.61,,,,,,,0,0
2007,"ALIMENTO PARA BEBE GERBER, CEREAL CON DHA (CEREAL)",100 g,79.2,19.46,0.15,0,,,1.06,0,1.06,,15.92,,,,,,8.84,,15.03,,,,,,0.04,0.03,0.07,0,0
2008,"ALIMENTO PARA BEBE GERBER, CEREALES CON PLATANO (EN HOJUELAS)",100 g,347,83.33,0,3.33,2,440,26.67,0,26.67,11.67,130.67,0.63,3.56,16.33,,1.12,32.67,17,72.54,0.53,320,0.51,0,3.5,0.85,1.22,1.73,0,0
2009,"ALIMENTO PARA BEBE GERBER, CHABACANO CON TAPIOCA (PURE)",100 g,66,16.3,0,0.3,0.3,9,0.3,0,0.3,0.04,2,0.01,0.01,0.2,0.13,0.03,1.5,2,4.55,0,36,0.1,0,0.4,0,0,0,0,0
2010,"ALIMENTO PARA BEBE GERBER, CHAYOTE (PURE)",100 g,16.88,4.22,0,0,0.9,12.33,0.22,0,0.22,0.22,3.95,0.01,0.01,0.19,0.21,0.04,9.29,8,23.79,0,17.74,0.55,0,4.7,0.02,0.02,0.04,0,0
2011,"ALIMENTO PARA BEBE GERBER, CHICHARO (PURE)",100 g,40.4,8.08,0,2.02,2.02,53.09,1.32,0,1.32,0.44,7.29,0.03,0.06,0.42,0.08,0.07,24.77,28,70.11,0,124,0.02,0,15.5,0,0.86,3.89,0,0
2012,"ALIMENTO PARA BEBE GERBER, CHOCOLATE (POSTRE, JUNIOR)",100 g,67.68,14,0.2,2.47,,,1,0,1,0.7,20,,,,,,8.82,,14.99,,,,,,,,,,0
2013,"ALIMENTO PARA BEBE GERBER, CIRUELA PASA (PURE)",100 g,84.92,21.23,0,0,2.7,12.86,0.88,0,0.88,0.22,1.34,0.01,0.04,0.34,0.14,0.07,6.19,1,11.52,0,51.4,0.6,0,15.6,0.008,0.066,0.022,0,0
2014,"ALIMENTO PARA BEBE GERBER, CIRUELA PASA CON TAPIOCA (PURE)",100 g,77,18.5,0.1,0.6,0.3,15,0.4,0,0.4,0.09,1,0.02,0.08,0.5,0.14,0.08,0.2,1,1.34,0,22.5,0.6,0,15.6,0.01,0.07,0.02,0,0
2015,"ALIMENTO PARA BEBE GERBER, CORDERO (PURE)",100 g,87,0.85,3.41,14.07,0,7,1.19,0.48,0.71,2.43,1.2,0.02,0.17,2.91,0.11,0.04,0,0,0,1.9,0,0.19,4,0.6,1.65,1.27,0.31,36,0
2016,"ALIMENTO PARA BEBE GERBER, DURAZNO (JUGO)",100 g,47.44,11.86,0,0,0.1,3,0.84,0,0.84,0.03,16.94,0.01,0.01,0.21,0.08,0.02,0,1,1,0,3,0.5,0,0.5,0,0,0,0,0
2017,"ALIMENTO PARA BEBE GERBER, DURAZNO (NECTAR)",100 g,54.2,13.55,0,0,,2.1,0.84,0,0.84,0.03,16.94,0,0.1,0.38,,0,2.99,,5.08,0,15.55,0.5,,,,,,0,0
2018,"ALIMENTO PARA BEBE GERBER, DURAZNO (POSTRE)",100 g,70.76,17.69,0,0,0.7,4,0.88,0,0.88,0.3,15.9,0.01,0.01,0.26,,0.01,9.29,2,17.79,0,7,0.31,0,1.1,0,0,0,0,0
2019,"ALIMENTO PARA BEBE GERBER, DURAZNO (PURE)",100 g,70.76,17.69,0,0,0.7,3.63,0.88,0,0.88,0.07,15.92,0.01,0.17,0.53,0.08,0.01,5.29,21,29.99,0,39.25,1.99,0,6.6,0.02,0.01,0.04,0,0
2020,"ALIMENTO PARA BEBE GERBER, DURAZNO CON YOGURT (PURE)",100 g,74.98,16.47,0.7,0.7,0.4,52.94,0.58,0,0.58,0.29,10.58,0.01,0.05,0.4,,0.02,4.7,8,15.99,0.43,1,0,0,0,0.117,0.048,0.005,4,0
2021,"ALIMENTO PARA BEBE GERBER, FRESA, NUTRILAC JUNIOR (CEREAL)",100 g,370.5,75,4.5,7.5,1.25,200,22.5,0,22.5,10.25,97.5,,,14.5,,1,57.5,,97.75,,332.5,3.75,300,,,,,,0
2022,"ALIMENTO PARA BEBE GERBER, FRUTA CON CEREAL (NECTAR)",100 g,48.33,11.01,0.33,0.33,,,,,,,16.94,,,,,,0,,0,,,0.5,,,,,,,0
2023,"ALIMENTO PARA BEBE GERBER, FRUTAS (JUGO)",100 g,47.44,11.86,0,0,0.1,8,0.84,0,0.84,0.42,16.94,0.02,0.01,0.12,0.12,0.04,0,7,7,0,50.84,0.5,0,0.9,0,0,0,0,0
2024,"ALIMENTO PARA BEBE GERBER, FRUTAS MIXTAS (PURE)",100 g,67.24,16.81,0,0,1.9,3.9,0.88,0,0.88,0.88,15.92,0.01,0.01,0.3,,0.03,12.38,5,26.05,0,29.4,0.42,0,2.7,0,0,0,0,0
2025,"ALIMENTO PARA BEBE GERBER, FRUTAS TROPICALES (PURE)",100 g,63.68,15.92,0,0,,9.41,0.88,0,0.88,0.08,35.39,0.01,0.01,0.17,0.09,0.01,6.47,3,14,0,62.4,,,,,,,,0
2026,"ALIMENTO PARA BEBE GERBER, GUAYABA (PURE)",100 g,67.24,16.81,0,0,,10.88,0.88,0,0.88,0.08,42.47,0.01,0.04,0.06,,0.01,13.27,2,24.56,0,35.3,,,,0,0,0,0,0
2027,"ALIMENTO PARA BEBE GERBER, GUAYABA CON TAPIOCA",100 g,74,18.3,0,0.3,1,7,0.2,0,0.2,0.08,75,0.01,0.07,0.4,,0.04,0,2,2,0,15,,,,0,0,0,0,0
2028,"ALIMENTO PARA BEBE GERBER, HIGADO PARA BEBE (PURE)",100 g,97,1.4,3.8,14.3,0,4,5.3,2.12,3.18,2.98,10,0.05,1.81,8.3,,0.34,337.4,,573.58,2.16,4000,,,,1.37,0.69,0.22,,0
2029,"ALIMENTO PARA BEBE GERBER, JAMON CON PIÑA (JUNIOR)",100 g,60.64,9.2,1.76,2,0.64,,0.6,0.24,0.36,0.4,,,,,,,6,,10.2,,,,,,,,,,0
2030,"ALIMENTO PARA BEBE GERBER, JAMON CON VERDURAS (PURE)",100 g,65.78,6.46,3.18,2.83,0.2,8,1.15,0.46,0.69,0.7,2,0.7,0.03,0.17,0.15,0.05,4.9,3,11.33,0.06,123.89,0.31,4,2.7,0.764,0.963,0.234,5,0
2031,"ALIMENTO PARA BEBE GERBER, JUGO DE ZANAHORIA",100 g,44.06,11.06,0,0,,9.83,0.84,,,0.42,33.89,0.01,0.02,0.14,,0.05,1.8,,3.06,,355.93,,,,,,,,0
2032,"ALIMENTO PARA BEBE GERBER, MACARRONES CON POLLO (PURE)",100 g,52,7.5,1.5,2.1,0.3,22,0.5,0.2,0.3,0.3,1,0.03,0.05,0.4,0.18,0.03,5.4,5,14.18,0.01,112,0.15,2,1.6,0.34,0.47,0.27,9,0
2033,"ALIMENTO PARA BEBE GERBER, MACARRONES CON QUESO Y RES (JUNIOR)",100 g,56.14,9.6,0.94,2.32,0.6,,0.6,0.24,0.36,0.4,,,,,,,6,,10.2,,,,,,,,,,0
2034,"ALIMENTO PARA BEBE GERBER, MANGO (NECTAR)",100 g,54.2,13.55,0,0,0,2.11,0.05,0,0.05,0.09,16.94,0,0,0.13,0.05,0,8.14,1,14.84,0,15.55,0.5,0,0,0,0,0,0,0
2035,"ALIMENTO PARA BEBE GERBER, MANGO (POSTRE, JUNIOR)",100 g,53.82,12.94,0.1,0.29,,,,,,0.88,20,,,,,,0,,0,,,,,,,,,,0
2036,"ALIMENTO PARA BEBE GERBER, MANGO (PURE)",100 g,67.24,16.81,0,0,1.1,10.36,0.28,0,0.28,0.07,22.53,0.02,0.02,0.36,0.1,0.02,9.15,8,23.56,0,29.4,0.66,0,2.5,0.039,0.06,0.03,0,0
2037,"ALIMENTO PARA BEBE GERBER, MANGO CON TAPIOCA O TRIGO (PURE)",100 g,89,21.6,0.2,0.3,0.2,4,0.1,0,0.1,0.06,2,0.02,0.03,0.2,0.1,0.12,0,8,8,0,33.5,0.66,0,2.5,0.04,0.06,0.03,0,0
2038,"ALIMENTO PARA BEBE GERBER, MANGO CON YOGURT (PURE)",100 g,72.62,15.88,0.7,0.7,1.1,52.94,0.29,0,0.29,0.29,10.58,0.02,0.02,0.2,0.1,0.08,4.7,8,15.99,0,23,0.66,0,2.5,0.039,0.06,0.03,0,0
2039,"ALIMENTO PARA BEBE GERBER, MANZANA (JUGO)",100 g,54.2,13.55,0,0,0.1,4.41,0.84,0,0.84,0.06,16.94,0.01,0.48,0.02,0.12,2.82,0.32,0,0.54,0,0.11,0.5,0,0,0,0,0,0,0
2040,"ALIMENTO PARA BEBE GERBER, MANZANA (NECTAR)",100 g,54.2,13.55,0,0,,1.2,0.84,0,0.84,0.01,16.94,0,0.01,0.33,,0.01,7.37,,12.53,0,2.96,0.5,,,,,,0,0
2041,"ALIMENTO PARA BEBE GERBER, MANZANA (POSTRE)",100 g,79.12,16.81,1.32,0,1.4,5,0.88,0,0.88,0.01,15.9,0.01,0.01,0.05,,0.01,7.27,1,13.36,0,2,0.04,0,0.5,0.19,0.08,0.01,0,0
2042,"ALIMENTO PARA BEBE GERBER, MANZANA (POSTRE, JUNIOR)",100 g,57.82,14,0.1,0.23,,,1,0,1,0.5,20,,,,,,8.52,,14.48,,,,,,,,,,0
2043,"ALIMENTO PARA BEBE GERBER, MANZANA (PURE)",100 g,63.68,15.92,0,0,1.7,3.84,0.88,0,0.88,0.02,15.92,2.81,0.02,0.12,0.11,0.05,5.12,2,10.7,0,49.2,0.6,0,0.5,0.032,0.008,0.056,0,0
2044,"ALIMENTO PARA BEBE GERBER, MANZANA CON AVENA (PURE)",100 g,67.45,14.15,0.97,0.53,0.8,9,0.88,0,0.88,0.35,15.92,0.42,0.37,5.04,0.23,0.2,13.27,4,26.57,0,2,0.16,0,2.2,0.125,0.216,0.253,0,0
2045,"ALIMENTO PARA BEBE GERBER, MANZANA CON OTRA FRUTA (JUGO)",100 g,54.2,13.55,0,0,0.1,5.72,0.84,0,0.84,0.07,16.94,0,0.01,0.02,0.08,0.02,3,1,6.1,0,2.23,0.5,0,0.5,0.018,0.002,0.031,0,0
2046,"ALIMENTO PARA BEBE GERBER, MANZANA CON YOGURT (PURE)",100 g,74.98,16.47,0.7,0.7,0.5,22.22,11.76,0,11.76,26.47,10.5,1.56,0.05,0,,0.02,0.29,9,9.49,0.5,3,0.02,0,0.2,1.034,0.438,0.044,6,0
2047,"ALIMENTO PARA BEBE GERBER, MANZANA Y CHABACANO (PURE)",100 g,49,11.6,0.2,0.2,0.7,6,0.3,0,0.3,0.04,2,0.01,0.03,0.1,0.12,0.03,1.3,2,4.21,0,19.5,0.18,0,1,0,0,0,0,0
2048,"ALIMENTO PARA BEBE GERBER, MANZANA Y OTRA FRUTA CON DHA (PURE)",100 g,77.85,19.46,0,0,0.7,6,0.3,0,0.3,0.04,2,0.01,0.03,0.1,0.14,0.03,1.3,5,7.21,0,19.5,0.08,0,0.6,0.04,0.03,0.07,0,0
2049,"ALIMENTO PARA BEBE GERBER, PAPAYA Y MANZANA (PURE)",100 g,62.91,15.25,0.11,0.23,1.4,7.96,0.88,0,0.88,0.01,15.92,0,0.01,0.12,0.28,0.01,12.38,2,23.05,0,7.31,,,,,,,0,0
2050,"ALIMENTO PARA BEBE GERBER, PASTITAS CON RES (JUNIOR)",100 g,65.08,8.52,2.36,2.44,,,,,,,,,,,,,6,,10.2,,,,,,,,,,0
2051,"ALIMENTO PARA BEBE GERBER, PAVO CON ARROZ A LA MEX (JUNIOR)",100 g,65.32,7.48,2.44,3.36,,,,,,,,,,,,,0,,0,,,,,,,,,,0
2052,"ALIMENTO PARA BEBE GERBER, PAVO CON VERDURAS (PURE)",100 g,91,6,4.8,6,0.1,62,0.7,0.28,0.42,1,1,0.1,0.07,1,,0.04,9.6,3,19.32,0.44,69.75,,,,,,,,0
2053,"ALIMENTO PARA BEBE GERBER, PERA (JUGO)",100 g,47.44,11.86,0,0,0.1,6.38,0.84,0,0.84,0.1,16.94,2.17,0.01,0.17,,0,2.02,4,7.43,0,0.47,0.5,0,3.4,0,0,0,0,0
2054,"ALIMENTO PARA BEBE GERBER, PERA (PURE)",100 g,75.28,18.82,0,0,3.6,13.57,0.58,0,0.58,0.29,10.5,0.01,0.03,0.2,0.09,0.01,5.12,4,12.7,0,1,0.09,0,3.2,0.012,0.042,0.046,0,0
2055,"ALIMENTO PARA BEBE GERBER, PERA Y OTRA FRUTA CON DHA (PURE)",100 g,76.09,19.02,0,0,0.3,10,0.07,0,0.07,0.07,24.33,0.02,0.03,0.2,0.09,2.8,30.97,3,55.65,0,1.5,0.04,0,1.6,0,0.06,0.07,0,0
2056,"ALIMENTO PARA BEBE GERBER, PERA Y PIÑA (PURE)",100 g,46,10.9,0.1,0.3,0.3,10,0.2,0,0.2,0.07,2,0.02,0.03,0.2,0.09,0.02,2.8,3,7.76,0,1.5,0.04,0,1.6,0,0,0,0,0
2057,"ALIMENTO PARA BEBE GERBER, PLATANO (PURE)",100 g,70.76,17.69,0,0,1.6,2.15,0.44,0,0.44,0.13,15.92,0.01,0.02,0.14,0.15,0.07,9.29,6,21.79,0,53.5,0.6,0,0,0.035,0.01,0.019,0,0
2058,"ALIMENTO PARA BEBE GERBER, PLATANO Y PIÑA CON TAPIOCA (PURE)",100 g,75,18.4,0.1,0.2,0.2,7,0.1,0,0.1,0.03,2,0.02,0.02,0.2,0.15,0.09,5.5,6,15.35,0,2,0.02,0,0.6,0.04,0.01,0.02,0,0
2059,"ALIMENTO PARA BEBE GERBER, POLLO A LA MANZANA (JUNIOR)",100 g,68.52,10,1.96,2.72,0.72,,0.6,0.24,0.36,0.4,,,,,,,6,,10.2,,,,,,,,,,0
2060,"ALIMENTO PARA BEBE GERBER, POLLO CON ARROZ A LA MEX (JUNIOR)",100 g,71.72,7.24,3.4,3.04,,,,,,,,,,,,,0,,0,,,,,,,,,,0
2061,"ALIMENTO PARA BEBE GERBER, POLLO CON PAPAS (JUNIOR)",100 g,80.92,9,3.48,3.4,,,,,,,,,,,,,0,,0,,,,,,,,,,0
2062,"ALIMENTO PARA BEBE GERBER, POLLO CON VERDURAS (PURE)",100 g,81,5.9,3.6,6.2,0.2,52,1,0.4,0.6,0.95,1,0.03,0.07,1,0.11,0.06,1.1,5,6.87,0.01,62.25,0.32,3,3.4,0.5,0.71,0.37,11,0
2063,"ALIMENTO PARA BEBE GERBER, PROMEDIO (PURE)",100 g,64.73,10.98,1.41,2.38,0.81,16.07,1.13,0.26,0.87,1.06,8.38,0.13,0.09,0.81,0.14,0.11,13.08,6.58,28.83,0.25,171.42,0.36,2.39,5.43,0.351,0.39,0.389,5.109,0
2064,"ALIMENTO PARA BEBE GERBER, RES (PURE)",100 g,81,2.43,2.52,12.03,0,5,0.98,0.39,0.59,2.22,2.1,0.01,0.14,2.49,0.08,0.04,0,8,8,1.26,0,0.37,15,0.6,1.18,0.95,0.16,51,0
2065,"ALIMENTO PARA BEBE GERBER, RES CON VERDURAS (PURE)",100 g,32.56,5.13,0.08,2.83,1.15,12,2.56,1.02,1.54,4.24,3.28,0.02,0.03,0.5,0.1,0.05,4.7,3,10.99,0.25,218.14,0.49,0,5.2,0.87,0.82,0.19,7,0
2066,"ALIMENTO PARA BEBE GERBER, SALMON A LAS FINAS HIERBAS",100 g,73.09,8.4,3,3.09,0,11.46,0.88,,,0.44,2.27,0.03,0.03,0.79,,0.06,9.73,,16.54,0,210.61,0,,,,,,,0
2067,"ALIMENTO PARA BEBE GERBER, SOPA DE SALMON",100 g,96.9,13.27,3.09,3.98,,,0.88,,,0.44,,,0.04,1.01,,0.07,10.88,,18.5,,707.96,,,,,,,,0
2068,"ALIMENTO PARA BEBE GERBER, TERNERA (PURE)",100 g,48,7.7,0.9,2,,14,0.39,0.16,0.23,0.4,0.8,0.05,0.04,0.57,0.21,0.05,0,7,7,0.09,21,0.24,,,,,,,0
2069,"ALIMENTO PARA BEBE GERBER, TERNERA (PURE)",100 g,81,1.51,2.45,13.12,0,6,0.76,0.3,0.46,2.5,0,0.02,0.12,2.85,0.16,0.05,0,5,5,1.65,0,0.28,26,0,1.06,1.05,0.16,33,0
2070,"ALIMENTO PARA BEBE GERBER, TERNERA A LA NARANJA (JUNIOR)",100 g,70.8,10,1.84,3.56,0.72,,0.6,0.24,0.36,0.4,,,,,,,6,,10.2,,,,,,,,,,0
2071,"ALIMENTO PARA BEBE GERBER, TERNERA CON VERDURAS Y PASTA (PURE)",100 g,70.83,6.88,3.35,3.29,0,6,1.06,0.42,0.64,0.44,0,0.02,0.12,0.53,0.16,0.03,6.47,5,16,1.65,0,0.28,28,0,1.063,1.054,0.157,33,0
2072,"ALIMENTO PARA BEBE GERBER, TRIGO CON MANZANA (CEREAL)",100 g,387.96,81.33,4,6.66,2.66,586.67,40,0,40,35,130.67,0.98,,21,,1.93,33.33,,56.66,0.75,320,,293.2,,,,,0,0
2073,"ALIMENTO PARA BEBE GERBER, TRIGO CON MIEL (CEREAL)",100 g,381.93,81.33,3.33,6.66,3.33,426.67,26,0,26,12,320,0.65,,16.2,,1.13,90,,153,0.56,320,,293.2,,,,,0,0
2074,"ALIMENTO PARA BEBE GERBER, UVA BLANCA (JUGO)",100 g,57.6,14.4,0,0,0.1,6,0.84,0,0.84,0.04,16.94,0.01,0.02,0.11,0.08,0.03,0,1,1,0,0,0.5,0,0,0,0,0,0,0
2075,"ALIMENTO PARA BEBE GERBER, VAINILLA (POSTRE, JUNIOR)",100 g,64.14,13.52,0.1,2.29,,,,,,0.88,20,,,,,,8.82,,14.99,,,,,,,,,,0
2076,"ALIMENTO PARA BEBE GERBER, VAINILLA, NUTRILAC JUNIOR (CEREAL)",100 g,391.75,75,5.75,10,1.25,217.5,22.5,0,22.5,10.25,92.5,0.62,,14.5,,1,40,,68,,302.5,,300,,,,,,0
2077,"ALIMENTO PARA BEBE GERBER, VERDURAS CON CARNE DE CORDERO (PURE)",100 g,54,27.6,2,2,0.3,12,0.4,0.16,0.24,0,1,0.02,0.03,0.5,0.16,0.05,3.6,4,10.12,0.16,211.75,0.24,0,2.3,0.83,0.82,0.17,6,0
