codigomex2,nombre,serving_size,kcal,carbohydrate,total_fat,protein,fiber,calcium,iron,ironhem,ironnohem,zinc,vit_c,thiamin,riboflavin,niacin,panto_acid,vit_b6,folic_acid,food_folate,folate_dfe,vit_b12,vit_a_rae,vit_e,vit_d_iu,vit_k,fa_sat,fa_mono,fa_poly,chole,sugars
20146,"GUISADO DE SOYA (TIPO GUTEN), PREPARACI?N INDUSTRIALIZADA",100 g,296,5.35,24.7,13.1,3.55,0,5.11,0,5.11,1.14,1.7,0.15,0.28,0.4,,0.23,0,54,54,0,0,0.35,0,19.1,4.7,1.969,5.034,0,0
20147,"GUISADO DE SOYA, PREPARACION ESTANDARIZADA",100 g,104.09,11.07,2.32,11.45,0.56,59.47,2.72,0,3.27,1.05,6.15,0.12,0.06,0.54,0.41,0.13,0,35.71,35.71,0,8.79,0.4,0,3.69,0.243,0.743,1.115,0,0
20148,"GUISADO DE VERDURAS ESTILO CHINO, PREPARACION ESTANDARIZADA",100 g,48.25,6.54,1.95,1.73,1.96,27.96,0.93,0,1.08,0.32,27.74,0.09,0.08,0.87,0.28,0.13,1.82,17.1,20.19,0,181.8,0.67,0.9,13.15,0.224,0.669,0.948,0,0
20149,"GUISADOS DE HUEVO (CON CHORIZO, SALCHICHA, A LA MEXICANA), PREPARACION ESTANDARIZADA",100 g,169.3,2.16,13.09,10.72,0.39,99.29,1.9,0.36,1.54,1.25,3.53,0.15,0.28,0.75,0.8,0.18,25.48,22.53,65.84,0.51,106.91,1.01,43.7,2.15,4.029,5.441,2.668,215.662,0
20150,"HABAS SECAS CON HUEVO, PREPARACION ESTANDARIZADA",100 g,125.14,11.97,5.41,7.39,3.01,38.69,1.27,0,1.27,0.89,1.3,0.07,0.17,0.4,0.43,0.11,12.84,63.28,85.11,0.2,43.76,0.76,20.55,2.64,1.147,2.016,1.91,100.586,0
20151,"HABAS SECAS GUISADAS (EXCEPTO HUEVO), PREPARACION ESTANDARIZADA",100 g,184.78,32.29,0.85,13.72,13.63,80.3,3.21,0,3.82,1.52,5.53,0.19,0.15,1.17,0.36,0.16,0,113.33,113.33,0,21.31,0.21,0,55.26,0.141,0.167,0.344,0,0
20152,"HABAS VERDES SOFRITAS EN ACEITE , PREPARACION ESTANDARIZADA",100 g,93.39,9.8,5.05,2.86,2.66,21.5,0.91,0,0.91,0.33,14.92,0.08,0.06,0.63,0.09,0.07,0,36.27,36.27,0,6.46,0.65,0,2.1,0.549,1.8,2.514,0,0
20153,"HIGADO DE RES ENCEBOLLADO, PREPARACION ESTANDARIZADA",100 g,136.42,6.77,7.6,9.64,0.73,13.03,2.17,1.39,2.18,1.87,2.98,0.1,0.79,2.98,2.23,0.27,82.15,101.55,241.21,21.1,3310.08,1.16,22.47,3.97,1.332,2.338,2.969,180.411,0
20154,"HOJALDRA CON ATUN, PREPARACION ESTANDARIZADA",100 g,375.02,27.57,26.05,9.09,1.66,10.71,2.02,0.1,1.92,0.52,1.71,0.25,0.19,4.68,0.15,0.11,38.71,16.81,82.62,0.51,11.92,0.77,7.86,21.35,6.181,13.477,4.83,14.676,0
20155,"HONGOS EN SALSA VERDE, PREPARACION ESTANDARIZADA",100 g,38.4,4.24,1.95,2.14,1.06,7.7,0.4,0,0.48,0.28,7.07,0.05,0.17,1.58,0.76,0.08,0,8.02,8.02,0.02,9.43,0.41,4.88,4.56,0.207,0.639,0.961,0,0
20156,"HUAUZONTLES CAPEADOS, PREPARACION ESTANDARIZADA",100 g,323.83,9.11,28.19,8.03,0.68,127.13,1.52,0,1.53,1.21,4.42,0.07,0.23,0.57,0.32,0.07,18.44,10.67,42.02,0.34,104.39,4.06,36.73,10.56,5.919,9.845,10.863,84.223,0
20157,"HUEVO CON EJOTES, PREPARACION ESTANDARIZADA",100 g,105.46,4.61,7.83,4.72,1.43,35.34,0.99,0,1.01,0.52,6.31,0.05,0.17,0.38,0.46,0.13,14.26,22.27,46.51,0.23,66.66,1.39,22.82,20.49,1.445,2.93,3.057,111.679,0
20158,"HUEVO CON FRIJOLES, PREPARACION ESTANDARIZADA",100 g,254.47,11.82,19.32,8.72,2.8,43.79,1.43,0,1.58,1.08,0.52,0.11,0.2,0.27,0.61,0.11,18.75,51.24,83.12,0.3,63.17,2.49,30,7.21,2.812,7.226,8.518,146.86,0
20159,"HUEVO EN SALSA (PROMEDIO), PREPARACION ESTANDARIZADA",100 g,119.34,3.62,8.66,6.67,0.96,36.29,1.32,0,1.34,0.71,8.06,0.04,0.24,0.32,0.67,0.12,22.55,22.37,60.71,0.36,116.67,1.36,36.09,8.03,1.885,3.27,2.897,176.632,0
20160,"HUEVO EN SALSA ROJA, PREPARACION ESTANDARIZADA",100 g,119.98,3.95,8.57,6.67,1.3,36.61,1.55,0,1.58,0.73,7.74,0.04,0.24,0.39,0.6,0.11,22.13,23.49,61.12,0.35,139.1,1.32,35.41,4.45,1.842,3.227,2.802,173.334,0
20161,"HUEVO EN SALSA VERDE, PREPARACION ESTANDARIZADA",100 g,118.71,3.3,8.76,6.68,0.61,35.96,1.09,0,1.1,0.68,8.38,0.04,0.23,0.25,0.75,0.13,22.97,21.24,60.3,0.37,94.24,1.4,36.76,11.62,1.928,3.313,2.992,179.93,0
20162,"HUEVO REVUELTO, INDUSTRIALIZADO",100 g,212,2.08,16.18,13.84,0,57,2.59,0,2.59,1.66,3.3,0.08,0.52,0.21,0.94,0.19,0,29,29,1.01,176,0.96,46,9,6.15,5.89,1.97,426,0
20163,"HUEVO REVUELTO, PREPARACION ESTANDARIZADA",100 g,197.83,0.66,16.2,11.58,0,51.71,1.62,0,1.61,1.19,0,0.03,0.4,0.07,1.13,0.15,43.77,32.49,106.9,0.7,147.46,2.28,70.04,3.24,3.615,6.168,5.48,342.837,0
20164,"HUITLACOCHE CON QUESO OAXACA, PREPARACION ESTANDARIZADA",100 g,190.81,6.38,14.07,10.14,0.82,233.65,1.56,0,1.6,0.03,1.74,0.05,0.38,0.28,0.62,0.05,0,7.72,7.72,0,115.85,0.89,1276.81,2.07,6.072,3.825,3.128,44.888,0
20165,"JICAMA O PEPINO CON CHILE, PREPARACION ESTANDARIZADA",100 g,28.44,7.04,0.15,0.73,2.98,17.21,0.5,0,0.5,0.18,14.51,0.03,0.03,0.22,0.2,0.05,0,9.36,9.36,0,3.52,0.26,0,6.75,0.041,0.018,0.04,0,0
20166,"LASAGNA DE CARNE, PREPARACION ESTANDARIZADA",100 g,135.88,10.77,6.67,7.92,0.89,52.1,0.84,0.2,0.5,1.2,4.68,0.03,0.09,0.99,0.24,0.09,0,8.93,8.93,0.4,36.78,0.48,1.87,7.62,3.047,2.414,0.588,15.134,0
20167,"LONGANIZA EN SALSA, PREPARACION ESTANDARIZADA",100 g,166.42,3.08,15.13,4.6,0.88,24.41,1.67,0.66,1.61,0.49,6.26,0.05,0.07,1,0.08,0.03,0.31,4.01,4.55,0.25,50.17,0.28,19.14,2.57,5.687,6.769,1.911,45.446,0
20168,"MACARRONES CON QUESO, PREPARACION ESTANDARIZADA",100 g,164.82,20,6.24,6.63,1.16,242.01,0.43,0,0.15,0.79,0.02,0.03,0.12,0.33,0.22,0.05,4.49,7.75,15.38,0.15,49.07,0.16,9.71,0.63,3.675,1.837,0.361,17.104,0
20169,"MACHACA CON PAPAS, PREPARACION ESTANDARIZADA",100 g,154.07,8.05,5.5,17.64,0.71,30.96,3.1,1.06,2.31,1.59,22.18,0.04,0.08,3.6,0.12,0.13,0,9.38,9.38,0,16.88,0.43,0,3.85,0.164,0.549,0.759,0,0
20170,"MANZANA CON CHILE O CHAMOY, PREPARACION ESTANDARIZADA",100 g,180.02,44.36,0.42,0.63,3.43,3.61,0.07,0,0.07,0.02,2.77,0.01,0.02,0.05,0.04,0.02,0,1.81,1.81,0,1.81,0.11,0,1.32,0.017,0.004,0.031,0,0
20171,"MENUDO O PANCITA, PREPARACION ESTANDARIZADA",100 g,61.79,4.92,2.21,5.27,1.15,33.18,0.8,0.25,0.82,0.85,6.57,0.03,0.1,0.51,0.13,0.19,0.41,8.03,8.73,0.38,101.97,0.1,0,1.3,0.695,0.396,0.256,30.167,0
20172,"PACHOLA CASERA (MILANESA DE CARNE MOLIDA), PREPARACION ESTANDARIZADA",100 g,205.68,4.9,14.85,12.18,0.41,43.1,1.54,0.47,1.2,2.26,2.06,0.13,0.16,2.24,0.36,0.14,5.11,5.93,14.61,0.72,39.99,0.07,12.18,15.9,6.387,6.296,0.874,50.267,0
20173,"MILANESA DE CERDO EMPANIZADA, PREPARACION ESTANDARIZADA",100 g,265.81,20.74,15.44,12.85,0.57,19.22,1.53,0.19,1.43,2.16,0,0.34,0.24,2.53,0.59,0.17,58.17,11.3,110.19,0.51,20.08,1.26,15.39,4.81,5.371,8.456,5.365,95.966,0
20174,"MILANESA DE POLLO, PREPARACION ESTANDARIZADA",100 g,360.27,11.66,29.44,12.99,0.32,15.22,0.91,0.07,0.86,1,0,0.07,0.17,3.82,0.78,0.32,35.75,9.85,70.63,0.22,24.57,3.94,10.58,11.74,3.319,11.014,14.046,82.483,0
20175,"MILANESA DE RES EMPANIZADA, PREPARACION ESTANDARIZADA",100 g,302.84,20.74,19.19,13.67,0.57,20.52,2.19,0.44,1.81,3.17,0,0.11,0.2,2.07,0.41,0.16,61.28,9.08,113.25,1.44,22.81,1.14,14.5,4.81,5.522,7.298,4.53,80.842,0
20176,"MIXIOTE DE PESCADO, PREPARACION ESTANDARIZADA",100 g,87.22,5.27,1.26,9.55,1.74,64.71,1.19,0.13,1.1,0.37,7.25,0.05,0.11,1.6,0.38,0.29,0.07,6.72,6.85,1.47,113.61,0.49,233,1.62,0.133,0.145,0.436,15.94,0
20177,"MIXIOTE DE POLLO, PREPARACION ESTANDARIZADA",100 g,99.17,9.88,2.66,7.68,2.28,58.61,1.22,0.14,1.16,0.84,11.58,0.04,0.21,1.92,0.42,0.38,0,7.8,7.8,0.05,152.74,0.05,0.3,2.18,0.448,0.444,1.124,22.355,0
20178,"MOLE (PASTA PARA PREPARAR), INDUSTRIALIZADO",100 g,142,11.54,10.3,2.89,2.8,34,1.22,0,1.22,0.68,6.9,0.3,0.06,1.11,0.23,0.11,0,11,11,0,14,1.26,,9.4,2.191,4.183,3.427,1,0
20179,"MOLE CON POLLO (DESHEBRADO), PREPARACION ESTANDARIZADA",100 g,204.93,15.14,10.81,12.14,1.96,28.13,1.51,0.2,1.41,1.24,8.89,0.06,0.13,2.97,0.49,0.22,5.43,10,19.23,0.09,77.76,0.33,4.63,3.97,2.963,3.791,2.317,42.123,0
20180,"MOLE DE OLLA, PREPARACION ESTANDARIZADA",100 g,38.68,3.2,1.09,4.26,0.84,13.97,0.54,0.14,0.45,0.99,3.46,0.03,0.06,0.69,0.14,0.07,1.23,13.76,15.85,0.27,57.19,0.07,1.47,3.7,0.383,0.375,0.294,8.898,0
20181,"MOLE POBLANO SIN POLLO, PREPARACION ESTANDARIZADA",100 g,144.37,25.14,3.87,3.67,3.26,38.31,1.75,0,1.84,0.83,14.76,0.08,0.11,1.12,0.27,0.2,5.66,13.24,22.86,0,100.4,0.35,0,5.19,0.9,1.472,1.161,0,0
20182,"MOLE VERDE CON POLLO (DESHEBRADO), PREPARACION ESTANDARIZADA",100 g,38.09,1.63,1.67,3.87,0.54,16.5,0.34,0.09,0.28,0.39,2.87,0.02,0.05,0.82,0.23,0.06,0,7.5,7.5,0.03,10.83,0.27,0.19,8.99,0.295,0.563,0.643,14.008,0
20183,"MOLE VERDE SIN POLLO, PREPARACION ESTANDARIZADA",100 g,20.18,2.04,1.21,0.51,0.68,18.7,0.17,0,0.17,0.08,3.59,0.01,0.02,0.16,0.1,0.04,0,8.08,8.08,0,10.28,0.29,0,10.67,0.143,0.432,0.587,0,0
20184,"NOPALES CON HUEVO, PREPARACION ESTANDARIZADA",100 g,96.19,2.54,6.9,6.1,1.05,100.8,1,0,1,0.66,2.81,0.02,0.21,0.17,0.6,0.11,20.44,17.54,52.29,0.33,78.89,0.94,32.71,3.59,1.628,2.625,2.222,160.096,0
20185,"NOPALES CON PAPAS, PREPARACION ESTANDARIZADA",100 g,46.99,8.16,1.29,1.49,1.86,82.42,0.48,0,0.41,0.25,9.94,0.04,0.04,0.71,0.24,0.15,0,7.79,7.79,0,40.98,0.37,0,14.25,0.135,0.422,0.635,0,0
20186,"NOPALES EN SALSA VERDE CON BISTEC, PREPARACION ESTANDARIZADA",100 g,35.24,3.91,0.5,4.31,1.11,45.2,0.62,0.11,0.55,0.72,12.2,0.05,0.05,0.91,0.3,0.09,0.95,6.11,7.72,0.2,35.2,0.24,1.7,6.87,0.19,0.185,0.068,6.864,0
20187,"NOPALES EN SALSA VERDE, PREPARACION ESTANDARIZADA",100 g,19.13,4.19,0.12,1.21,1.51,85.12,0.46,0,0.47,0.14,11.58,0.03,0.04,0.36,0.24,0.08,0,4.78,4.78,0,23.37,0.16,0,7.01,0.019,0.018,0.05,0,0
20188,"NOPALES FRITOS, PREPARACION ESTANDARIZADA",100 g,35.59,4.48,1.78,1.36,2.05,128.76,0.52,0,0.52,0.23,6.64,0.02,0.05,0.34,0.16,0.09,0,8.32,8.32,0,50.06,0.39,0,24.29,0.183,0.669,0.858,0,0
20189,"PAELLA, PREPARACION ESTANDARIZADA",100 g,145.64,18.69,4.65,6.27,0.95,16.54,1.54,0.11,1.56,0.69,20.06,0.12,0.26,2.14,0.29,0.19,1.31,9.13,11.36,0.17,18.95,0.65,4.82,3.85,1.443,2.104,1.18,21.804,0
20190,"PAPA (PROMEDIO), PREPARACION ESTANDARIZADA",100 g,187.51,14.35,12.75,3.95,0.3,58.15,1.76,0.08,1.68,0.63,9.98,0.07,0.08,1.68,0.22,0.2,1.23,10.32,12.42,0.04,42.91,0.98,3.47,5.56,3.908,4.451,3.611,20.116,0
20191,"PAPA AL HORNO, PREPARACION ESTANDARIZADA",100 g,233.23,7.62,18.52,8.8,0.21,154.73,1.51,0.23,1.28,1.36,5.58,0.06,0.15,1.63,0.19,0.16,3.7,10.01,16.3,0.13,128.62,0.29,10.4,5.48,9.734,6.001,1.012,60.289,0
20192,"PAPAS CON SALCHICHA Y HUEVO, PREPARACION ESTANDARIZADA",100 g,132.78,13.49,6.39,5.36,0.28,55.45,2.17,0.22,2.02,0.71,8.82,0.13,0.13,1.66,0.44,0.23,7.67,13.94,26.98,0.18,35.7,0.4,14.03,1.91,1.935,2.681,1.308,69.756,0
20193,"PAPAS EN SALSA, PREPARACION ESTANDARIZADA",100 g,63.68,14.63,0.15,1.61,1.65,8.71,0.36,0,0.36,0.23,13.93,0.08,0.03,1.07,0.12,0.22,0,8.74,8.74,0,29.72,0.12,0,6.01,0.031,0.025,0.05,0,0
20194,"PAPAS SOFRITAS EN ACEITE, PREPARACION ESTANDARIZADA",100 g,125.03,18.75,4.9,1.61,0.38,10.54,1.99,0,1.99,0.28,12.88,0.07,0.04,1.8,0.26,0.23,0,9.23,9.23,0,0,0.66,0,3.81,0.503,1.806,2.43,0,0
20195,PAPAS Y TORTITA DE PAPA (PROMEDIO),100 g,217.56,16.27,15.87,3.35,1.12,62.54,0.57,0,0.57,0.37,9.65,0.09,0.07,1.06,0.48,0.23,,4.68,4.68,0.16,44.03,5.38,7.96,0.72,1.912,2.473,10.365,63.137,0
20196,"PASTA COCIDA (SIN OTROS INGREDIENTES), PREPARACION ESTANDARIZADA",100 g,139.54,28.09,0.57,4.66,1.2,13.78,0.37,0,0.49,0.53,0,0.02,0.02,0.42,0.13,0.04,0,4.74,4.74,0,0,0.04,0,0.04,0.105,0.064,0.211,0,0
20197,"PASTA CON CREMA (NO CALDOSA), PREPARACION ESTANDARIZADA",100 g,95.71,11.34,4.21,2.77,0.49,21.65,0.27,0.03,0.28,0.29,0.02,0.02,0.03,0.35,0.08,0.03,0.47,2.69,3.48,0.04,37.03,0.14,0.93,0.84,2.392,0.957,0.305,16.907,0
20198,"PATAS DE CERDO CAPEADAS, PREPARACION ESTANDARIZADA",100 g,288.71,9.8,22.38,12.26,0.38,33.39,0.98,0.1,0.93,0.92,3.44,0.07,0.11,0.9,0.24,0.2,18.34,8.86,40.03,0.46,18.29,1.9,10.24,6.69,4.542,8.905,7.477,72.78,0
20199,"PATAS DE CERDO EN ESCABECHE, INDUSTRIALIZADAS",100 g,199,0,16.1,14.2,0,32,0.31,0.12,0.19,1.24,0,0.01,0.04,0.4,0.26,0.01,0,1,1,0.21,11,0.21,16,0,5.57,6.98,1.52,92,0
20200,"PECHUGA DE POLLO ASADA, PREPARACION ESTANDARIZADA",100 g,106.12,4.36,4.52,12.89,1.14,16.62,0.44,0.08,0.37,0.43,11.84,0.05,0.1,4.38,0.93,0.38,0,6.26,6.26,0.08,4.58,1.1,0.56,1.43,0.616,1.513,1.746,40.845,0
20201,"PECHUGA EMPANIZADA, PREPARACION ESTANDARIZADA",100 g,232.69,20.13,10.22,15.91,0.56,18.92,1.3,0.08,1.24,1.42,0,0.11,0.2,4.81,0.92,0.39,56.44,11.69,107.63,0.25,22.31,1.35,9.28,4.76,1.397,3.803,4.482,82.398,0
20202,"PECHUGA RELLENA, PREPARACION ESTANDARIZADA",100 g,115.07,1.27,4.32,16.98,0.52,21.45,0.89,0.1,0.94,0.63,2.19,0.09,0.17,5.72,1.19,0.49,1.47,19.78,22.28,0.1,77.8,0.8,2.85,58.74,1.662,1.266,0.723,57.571,0
20203,"PESCADO FRITO (CON HUESO), PREPARACION ESTANDARIZADA",100 g,197.42,0.75,13.29,15.82,0.05,17.02,0.55,0.2,0.35,0.29,0.57,0.06,0.04,2,0.51,0.31,0.13,3.9,4.11,2.34,43.04,2.44,352.05,5.14,1.316,4.798,6.546,23.887,0
20204,"PICADILLO DE RES, PREPARACION ESTANDARIZADA",100 g,107.88,6.29,6.94,5.27,1.08,13.48,1.15,0.28,0.96,1.25,8.81,0.05,0.06,1.43,0.17,0.14,0,10.36,10.36,0.38,79.16,0.51,0.64,6.36,2.725,2.818,0.885,19.001,0
20205,"PICADILLO DE SOYA, PREPARACION ESTANDARIZADA",100 g,114.04,10.27,5.39,7.87,3.5,53.41,2.64,0,2.67,0.66,7.57,0.1,0.15,0.78,0.16,0.18,0,30.94,30.94,0,88.11,0.57,0,13.26,0.725,1.396,2.906,0.064,0
20206,"PICO DE GALLO, PREPARACION ESTANDARIZADA",100 g,25.1,5.74,0.22,1.08,1.63,21.78,0.46,0,0.46,0.2,16.12,0.04,0.04,0.52,0.17,0.1,0,20.83,20.83,0,62.34,0.62,0,40.58,0.029,0.054,0.063,0,0
20207,"PLATANO FRITO (SIN CREMA NI AZUCAR), PREPARACION ESTANDARIZADA",100 g,263.35,26,18.76,1.06,1.88,2.33,0.49,0,0.49,0.11,10.5,0.03,0.04,0.5,0.21,0.22,0,8.97,8.97,0,34.25,2.6,0,7.92,1.939,6.967,9.285,0,0
20208,"POLLO AL CARBON O A LAS BRASAS (ALA), PREPARACION ESTANDARIZADA",100 g,167.28,5.77,12.5,9.09,0.1,25.59,1.21,0.16,1.09,0.64,16.77,0.06,0.08,2.65,0.47,0.15,1.6,12.78,15.5,0.09,17.53,1.48,4.44,3.09,2.476,4.418,4.099,33.306,0
20209,"POLLO AL CARBON O A LAS BRASAS (PECHUGA), PREPARACION ESTANDARIZADA",100 g,165.8,2.63,10.39,15.75,0.04,20.6,1.1,0.24,0.92,0.73,6.5,0.05,0.08,5.49,0.63,0.3,1.81,6.11,9.19,0.17,23.65,0.68,12.06,2.71,2.609,1.192,2.544,50.514,0
20210,"POLLO AL CARBON O A LAS BRASAS (PIERNA O MUSLO), PREPARACION ESTANDARIZADA",100 g,271.47,3.43,20.68,17.1,0.05,26.88,1.6,0.39,1.31,1.59,8.48,0.07,0.15,4.26,1.01,0.21,0,9.74,9.74,0.19,38.25,0.91,13.63,3.53,5.431,8.492,5.179,79.696,0
20211,"POLLO AL CARBON O A LAS BRASAS, PIEZA (PROMEDIO), PREPARACION ESTANDARIZADA",100 g,180.37,3.68,12.92,12.65,0.06,22.26,1.18,0.23,1,0.86,9.92,0.05,0.09,3.8,0.63,0.2,1.14,8.79,10.72,0.13,23.5,0.95,8.98,2.83,3.082,4.039,3.537,48.297,0
20212,"POLLO CON PAPAS, PREPARACION ESTANDARIZADA",100 g,70.95,9.83,0.98,5.35,0.77,12.99,1.02,0.11,0.97,0.57,7.29,0.05,0.07,1.61,0.31,0.16,0,10.23,10.23,0.04,8.1,0.1,0.24,2.33,0.256,0.284,0.247,17.802,0
20213,"POLLO EMPANIZADO (ALA), PREPARACION ESTANDARIZADA",100 g,294.74,17.98,20.15,11.48,0.3,32.87,1.4,0.14,1.3,1.57,0,0.1,0.17,2.8,0.58,0.15,46.67,8.8,88.14,0.26,37.16,1.91,14.97,6.57,3.582,7.41,7.829,76.979,0
20214,"POLLO EMPANIZADO (PIERNA O MUSLO), PREPARACION ESTANDARIZADA",100 g,312.59,10.44,24.43,12.9,0.29,18.78,1.23,0.24,1.05,1.59,0.07,0.07,0.17,2.93,0.72,0.16,31.74,9.2,63.16,0.25,41.68,1.87,15.26,7.16,4.773,9.714,8.776,94.182,0
20215,"POLLO EMPANIZADO, PIERNA O MUSLO, PREPARACION ESTANDARIZADA",100 g,182.3,33.99,2.21,6.55,0.02,79.9,1.79,0,1.79,1.96,0.43,0.19,0.19,1.44,0.3,0.04,,,,0.15,1.12,0.07,11.84,0.45,1.301,0.232,0.182,1.12,0
20216,"POLLO EMPANIZADO, PIEZA (PROMEDIO), PREPARACION ESTANDARIZADA",100 g,255.55,20.64,14.25,11.72,0.29,37.18,1.42,0.11,1.34,1.64,0.02,0.11,0.19,2.99,0.63,0.18,48.02,7.98,89.61,0.24,31.4,1.29,12.99,4.66,2.776,5.395,5.344,64.79,0
20217,"POZOLE (PROMEDIO), PREPARACION ESTANDARIZADA",100 g,72.16,11.27,1.7,2.83,0.95,29.55,0.33,0.02,0.32,0.32,3.16,0.05,0.04,0.43,0.1,0.17,0.42,1.39,2.1,0.03,6.38,0.01,0.91,0.23,0.49,0.52,0.151,6.825,0
20218,"POZOLE BLANCO CON CARNE (POLLO O CERDO), PREPARACION ESTANDARIZADA",100 g,77.34,7,3.3,4.21,0.6,9.26,0.17,0.06,0.11,0.47,0.12,0.07,0.05,0.84,0.1,0.04,1.14,1.04,2.98,0.08,0.29,0,2.46,0.01,1.059,1.201,0.254,18.378,0
20219,"POZOLE BLANCO SIN CARNE, PREPARACION ESTANDARIZADA",100 g,46.42,8.45,0.72,0.9,0.76,8.47,0.02,0,0.02,0.01,0.2,0,0,0.03,0.01,0.01,0,0.59,0.59,0,0,0,0,0.02,0.064,0.005,0.003,0.071,0
20220,"POZOLE ROJO CON CERDO, PREPARACION ESTANDARIZADA",100 g,91.86,18.01,1.05,3.33,1.5,70.93,0.78,0.01,0.82,0.49,9.17,0.07,0.06,0.43,0.19,0.45,0.12,2.54,2.74,0.01,18.85,0.03,0.26,0.65,0.197,0.16,0.183,2.026,0
20221,"AVENA CON CACAO, PREPARACION ESTANDARIZADA",100 g,27.12,4.61,0.74,0.44,0.2,11.44,0.13,0,0.13,0.17,0,0.02,0,0.02,0.02,0,0,1.07,1.07,0,0,0,0,0,0.358,0.278,0.058,0,0
20222,"AVENA CON LECHE, PREPARACION ESTANDARIZADA",100 g,100.07,13.3,3.46,3.93,0.77,105.32,0.5,0,0.5,0.7,0,0.07,0.16,0.14,0.37,0.03,0,5.97,5.97,0.31,40.23,0.06,18.49,0.26,1.883,0.966,0.421,8.745,0
20223,"PURE DE PAPA, PREPARACION ESTANDARIZADA",100 g,126.88,16.02,5.56,3.01,0.43,30.85,1.56,0,1.64,0.28,3.03,0.12,0.07,1.25,0.24,0.2,0.19,10.18,10.5,0.05,45.85,0.12,6.4,2.25,3.456,1.386,0.216,14.944,0
20224,"QUESO EMPANIZADO/CAPEADO, PREPARACION ESTANDARIZADA",100 g,335.81,20.38,21.15,14.8,0.41,260.28,2.5,0,2.5,2.42,0,0.11,0.35,0.77,0.44,0.08,47.78,11.16,92.39,0.85,137.84,1.32,69.19,4.65,8.594,6.383,4.224,111.213,0
20225,"QUESO EN SALSA, PREPARACION ESTANDARIZADA",100 g,195.65,3.86,16.77,8.66,0.72,227.31,0.32,0,0.32,1.06,8.03,0.03,0.08,0.35,0.11,0.06,0.26,6.58,7.02,0.25,44.29,1.62,6.8,8.39,6.908,5.465,3.895,34.155,0
20226,"QUINTONILES GUISADOS, PREPARACION ESTANDARIZADA",100 g,40.85,6.17,0.42,2.97,1.3,136.77,4.71,0,4.96,0.72,20.26,0.05,0.14,0.58,0.02,0.16,41.97,44.46,115.82,0,180.14,0,0,0.09,0.08,0.066,0.124,0,0
20227,"RAJAS CON CREMA, PREPARACION ESTANDARIZADA",100 g,108,9.29,7.25,2.03,1.39,19.82,0.27,0,0.29,0.22,136.41,0.08,0.05,0.67,0.14,0.14,7.96,14.98,28.5,0.02,84.72,0.55,1.07,4.16,3.929,2.008,0.888,23.106,0
20228,"REQUESON PREPARADO, PREPARACION ESTANDARIZADA",100 g,127.65,9.76,5.83,9.23,0.47,73.13,0.43,0,0.43,0.41,3.45,0.07,0.17,0.21,0.19,0.05,0,12.18,12.18,0.36,87.67,0.1,7.24,1.19,4.574,1.307,0.155,18.107,0
20229,"ROLLOS DE JAMON CON VERDURA, PREPARACION ESTANDARIZADA",100 g,139.89,4.22,10.7,7.12,1.16,16.86,1.21,0.37,0.84,1.14,5.26,0.3,0.1,1.84,0.38,0.14,0,15.2,15.21,0,144.07,0.14,11.4,10.5,3.692,3.874,1.067,36.232,0
20230,"ROMEROS CON MOLE, PREPARACION ESTANDARIZADA",100 g,114.99,5.71,7.27,6.55,1.01,72.64,1.16,0.11,1.09,0.72,3.12,0.08,0.08,0.79,0.28,0.09,7.99,15.03,28.62,0.17,38.02,1.21,8.71,4.11,1.438,2.864,3.06,48.798,0
20231,"SALPICON DE RES, PREPARACION ESTANDARIZADA",100 g,120.6,4.36,8.15,8.23,2.17,16.29,0.98,0.24,0.73,1.63,7.87,0.06,0.1,2.52,0.37,0.27,0,28.46,28.46,0.53,16.75,0.98,2.17,11.97,2.115,4.277,1.153,23.554,0
20232,"SALSA BARBECUE, INDUSTRIALIZADA",100 g,175.35,43.25,0.1,0.36,0.85,0,0.64,0,0.64,0.17,0.6,0.02,0.06,0.6,0.16,0.08,0,2,2,0,11,0.8,0,1.8,0.02,0.082,0.101,0,0
20233,"SALSA CHIMICHURRI, PREPARACION ESTANDARIZADA",100 g,612.16,2.98,67.05,0.75,0.73,24.13,0.55,0,0.55,0.18,8.97,0.02,0.03,0.26,0.06,0.1,0,9.98,9.98,0,91.39,15.78,0,112.84,6.626,25.217,33.479,0,0
20234,"SALSA DE CACAHUATE, PREPARACION ESTANDARIZADA",100 g,361.14,21.58,26.55,13.6,7.11,60.86,2.87,0,2.99,1.59,16.43,0.11,0.32,7.1,0.62,0.63,0,47.11,47.11,0,318.28,2.56,0,1.11,3.677,12.432,6.085,0,0
20235,"SALSA DE CHILE MANZANO, PREPARACION ESTANDARIZADA",100 g,30.88,3.92,1.51,0.85,0.97,15.4,0.46,0,0.47,0.15,6.56,0.03,0.03,0.34,0.05,0.1,1.94,5.77,9.07,0,20.32,0.44,0,3.96,0.157,0.51,0.749,0,0
20236,"SALSA DE OREGANO, PREPARACION ESTANDARIZADA",100 g,464.97,1.78,50.59,0.79,0.48,36.89,0.47,0,0.47,0.1,0.11,0.01,0.05,0.08,0.12,0.02,0.01,3.54,3.56,0.02,99.29,7.76,14,24.31,9.631,17.912,21.346,25.713,0
